date,Open,High,Low,Close,Adj Close,Volume,symbol
2024-04-02 04:00:00+00:00,8.369999885559082,8.729999542236328,8.359999656677246,8.65999984741211,8.65999984741211,28600,AOUT
2024-04-03 04:00:00+00:00,8.539999961853027,8.989999771118164,8.539999961853027,8.760000228881836,8.760000228881836,36100,AOUT
2024-04-04 04:00:00+00:00,8.800000190734863,8.9399995803833,8.649999618530273,8.6899995803833,8.6899995803833,22600,AOUT
2024-04-05 04:00:00+00:00,8.630000114440918,8.779999732971191,8.550000190734863,8.770000457763672,8.770000457763672,15500,AOUT
2024-04-08 04:00:00+00:00,8.720000267028809,8.989999771118164,8.670000076293945,8.850000381469727,8.850000381469727,23100,AOUT
2024-04-09 04:00:00+00:00,8.800000190734863,8.90999984741211,8.710000038146973,8.760000228881836,8.760000228881836,19600,AOUT
2024-04-10 04:00:00+00:00,8.664999961853027,8.770999908447266,8.609999656677246,8.710000038146973,8.710000038146973,15400,AOUT
2024-04-11 04:00:00+00:00,8.670000076293945,8.704999923706055,8.560999870300293,8.649999618530273,8.649999618530273,22000,AOUT
2024-04-12 04:00:00+00:00,8.5600004196167,8.746000289916992,8.149999618530273,8.239999771118164,8.239999771118164,51000,AOUT
2024-04-15 04:00:00+00:00,8.25,8.479999542236328,8.100000381469727,8.140000343322754,8.140000343322754,10300,AOUT
2024-04-16 04:00:00+00:00,8.109999656677246,8.34000015258789,8.109999656677246,8.229999542236328,8.229999542236328,58300,AOUT
2024-04-17 04:00:00+00:00,8.199999809265137,8.279999732971191,8.123000144958496,8.210000038146973,8.210000038146973,28500,AOUT
2024-04-18 04:00:00+00:00,8.170000076293945,8.630000114440918,8.170000076293945,8.630000114440918,8.630000114440918,24200,AOUT
2024-04-19 04:00:00+00:00,8.539999961853027,8.779999732971191,8.390000343322754,8.649999618530273,8.649999618530273,16800,AOUT
2024-04-22 04:00:00+00:00,8.529999732971191,8.630000114440918,8.319999694824219,8.369999885559082,8.369999885559082,31500,AOUT
2024-04-23 04:00:00+00:00,8.3100004196167,8.479999542236328,8.3100004196167,8.319999694824219,8.319999694824219,27500,AOUT
2024-04-24 04:00:00+00:00,8.359999656677246,8.390000343322754,8.210000038146973,8.300000190734863,8.300000190734863,15800,AOUT
2024-04-25 04:00:00+00:00,8.15999984741211,8.229999542236328,8.079999923706055,8.100000381469727,8.100000381469727,26200,AOUT
2024-04-26 04:00:00+00:00,8.069999694824219,8.25,7.769999980926514,7.889999866485596,7.889999866485596,73500,AOUT
2024-04-29 04:00:00+00:00,7.840000152587891,8.390000343322754,7.809999942779541,8.380000114440918,8.380000114440918,34100,AOUT
2024-04-30 04:00:00+00:00,8.350000381469727,8.350000381469727,7.820000171661377,7.820000171661377,7.820000171661377,31100,AOUT
2024-05-01 04:00:00+00:00,7.800000190734863,8.0,7.449999809265137,7.889999866485596,7.889999866485596,44000,AOUT
2024-05-02 04:00:00+00:00,8.0,8.005000114440918,7.703999996185303,7.809999942779541,7.809999942779541,37100,AOUT
2024-05-03 04:00:00+00:00,7.880000114440918,8.270000457763672,7.619999885559082,8.25,8.25,36900,AOUT
2024-05-06 04:00:00+00:00,8.25,8.329999923706055,8.029999732971191,8.029999732971191,8.029999732971191,21800,AOUT
2024-05-07 04:00:00+00:00,7.96999979019165,8.34000015258789,7.96999979019165,8.15999984741211,8.15999984741211,36800,AOUT
2024-05-08 04:00:00+00:00,8.079999923706055,8.350000381469727,7.941999912261963,8.3100004196167,8.3100004196167,25400,AOUT
2024-05-09 04:00:00+00:00,8.34000015258789,8.34000015258789,8.083999633789062,8.34000015258789,8.34000015258789,16100,AOUT
2024-05-10 04:00:00+00:00,8.34000015258789,8.34000015258789,8.140000343322754,8.279999732971191,8.279999732971191,27700,AOUT
2024-05-13 04:00:00+00:00,8.260000228881836,8.300000190734863,8.0600004196167,8.0600004196167,8.0600004196167,26200,AOUT
2024-05-14 04:00:00+00:00,8.229999542236328,8.300000190734863,8.020000457763672,8.119999885559082,8.119999885559082,30900,AOUT
2024-05-15 04:00:00+00:00,8.25,8.270000457763672,8.0600004196167,8.149999618530273,8.149999618530273,11700,AOUT
2024-05-16 04:00:00+00:00,8.039999961853027,8.149999618530273,7.869999885559082,8.0,8.0,31700,AOUT
2024-05-17 04:00:00+00:00,8.039999961853027,8.09000015258789,7.789999961853027,8.020000457763672,8.020000457763672,31200,AOUT
2024-05-20 04:00:00+00:00,8.065999984741211,8.065999984741211,7.895999908447266,7.920000076293945,7.920000076293945,15500,AOUT
2024-05-21 04:00:00+00:00,7.920000076293945,8.100000381469727,7.914999961853027,8.069999694824219,8.069999694824219,20000,AOUT
2024-05-22 04:00:00+00:00,8.039999961853027,8.199999809265137,7.99399995803833,8.199999809265137,8.199999809265137,40300,AOUT
2024-05-23 04:00:00+00:00,8.119999885559082,8.170000076293945,7.980000019073486,8.100000381469727,8.100000381469727,22700,AOUT
2024-05-24 04:00:00+00:00,8.180000305175781,8.180000305175781,7.925000190734863,8.09000015258789,8.09000015258789,7600,AOUT
2024-05-28 04:00:00+00:00,7.920000076293945,8.0600004196167,7.909999847412109,8.050000190734863,8.050000190734863,23900,AOUT
2024-05-29 04:00:00+00:00,7.954999923706055,8.010000228881836,7.900000095367432,7.900000095367432,7.900000095367432,11500,AOUT
2024-05-30 04:00:00+00:00,7.985000133514404,8.050000190734863,7.931000232696533,7.949999809265137,7.949999809265137,13200,AOUT
2024-05-31 04:00:00+00:00,7.889999866485596,8.300000190734863,7.889999866485596,8.15999984741211,8.15999984741211,21800,AOUT
2024-06-03 04:00:00+00:00,8.130000114440918,8.170000076293945,7.909999847412109,8.15999984741211,8.15999984741211,27600,AOUT
2024-06-04 04:00:00+00:00,8.0600004196167,8.097999572753906,8.010000228881836,8.069999694824219,8.069999694824219,8900,AOUT
2024-06-05 04:00:00+00:00,8.017000198364258,8.229999542236328,8.001999855041504,8.210000038146973,8.210000038146973,12800,AOUT
2024-06-06 04:00:00+00:00,8.229999542236328,8.229999542236328,8.079999923706055,8.079999923706055,8.079999923706055,10200,AOUT
2024-06-07 04:00:00+00:00,8.239999771118164,8.579999923706055,8.119999885559082,8.579999923706055,8.579999923706055,26300,AOUT
2024-06-10 04:00:00+00:00,8.430000305175781,8.520000457763672,8.239999771118164,8.40999984741211,8.40999984741211,20100,AOUT
2024-06-11 04:00:00+00:00,8.329999923706055,8.399999618530273,8.050000190734863,8.399999618530273,8.399999618530273,13100,AOUT
2024-06-12 04:00:00+00:00,8.380000114440918,8.65999984741211,8.1899995803833,8.600000381469727,8.600000381469727,26200,AOUT
2024-06-13 04:00:00+00:00,8.300000190734863,8.40999984741211,8.15999984741211,8.350000381469727,8.350000381469727,7400,AOUT
2024-06-14 04:00:00+00:00,8.220000267028809,8.319999694824219,8.0600004196167,8.0600004196167,8.0600004196167,13700,AOUT
2024-06-17 04:00:00+00:00,8.0,8.430000305175781,7.994999885559082,8.329999923706055,8.329999923706055,38200,AOUT
2024-06-18 04:00:00+00:00,8.279999732971191,8.385000228881836,8.086999893188477,8.25,8.25,30900,AOUT
2024-06-20 04:00:00+00:00,8.180000305175781,8.539999961853027,8.109999656677246,8.529999732971191,8.529999732971191,19200,AOUT
2024-06-21 04:00:00+00:00,8.4399995803833,8.510000228881836,8.26200008392334,8.510000228881836,8.510000228881836,37300,AOUT
2024-06-24 04:00:00+00:00,8.020000457763672,8.5,8.0,8.449999809265137,8.449999809265137,32100,AOUT
2024-06-25 04:00:00+00:00,8.369999885559082,8.40999984741211,8.149999618530273,8.3100004196167,8.3100004196167,27400,AOUT
2024-06-26 04:00:00+00:00,8.220000267028809,8.600000381469727,8.220000267028809,8.600000381469727,8.600000381469727,49400,AOUT
2024-06-27 04:00:00+00:00,8.619999885559082,8.819999694824219,8.359999656677246,8.819999694824219,8.819999694824219,95400,AOUT
2024-06-28 04:00:00+00:00,9.010000228881836,9.291999816894531,8.680000305175781,9.0,9.0,90500,AOUT
2024-07-01 04:00:00+00:00,8.920000076293945,8.975000381469727,8.430000305175781,8.430000305175781,8.430000305175781,40700,AOUT
2024-07-02 04:00:00+00:00,8.300000190734863,8.5,8.100000381469727,8.329999923706055,8.329999923706055,43300,AOUT
2024-07-03 04:00:00+00:00,8.3100004196167,8.489999771118164,8.168000221252441,8.399999618530273,8.399999618530273,12600,AOUT
2024-07-05 04:00:00+00:00,8.350000381469727,8.5,8.1850004196167,8.329999923706055,8.329999923706055,10600,AOUT
2024-07-08 04:00:00+00:00,8.444999694824219,8.460000038146973,8.25,8.319999694824219,8.319999694824219,38500,AOUT
2024-07-09 04:00:00+00:00,8.260000228881836,8.34000015258789,8.13599967956543,8.34000015258789,8.34000015258789,8100,AOUT
2024-07-10 04:00:00+00:00,8.279999732971191,8.470000267028809,8.260000228881836,8.470000267028809,8.470000267028809,24400,AOUT
2024-07-11 04:00:00+00:00,8.489999771118164,8.699999809265137,8.229999542236328,8.670000076293945,8.670000076293945,56500,AOUT
2024-07-12 04:00:00+00:00,8.5,9.199999809265137,8.5,9.199999809265137,9.199999809265137,54200,AOUT
2024-07-15 04:00:00+00:00,9.300000190734863,9.40999984741211,9.09000015258789,9.149999618530272,9.149999618530272,57500,AOUT
2024-07-16 04:00:00+00:00,9.18000030517578,9.404999732971191,9.18000030517578,9.300000190734863,9.300000190734863,20000,AOUT
2024-07-17 04:00:00+00:00,9.300000190734863,9.442999839782717,9.149999618530272,9.300000190734863,9.300000190734863,19700,AOUT
2024-07-18 04:00:00+00:00,9.329999923706056,9.329999923706056,9.130000114440918,9.130000114440918,9.130000114440918,7500,AOUT
2024-07-19 04:00:00+00:00,9.170000076293944,9.210000038146973,8.800999641418457,9.079999923706056,9.079999923706056,15600,AOUT
2024-07-22 04:00:00+00:00,9.050000190734863,9.140000343322754,8.8100004196167,9.09000015258789,9.09000015258789,13800,AOUT
2024-07-23 04:00:00+00:00,9.010000228881836,9.100000381469728,8.760000228881836,8.779999732971191,8.779999732971191,17300,AOUT
2024-07-24 04:00:00+00:00,8.5600004196167,9.005000114440918,8.5600004196167,8.819999694824219,8.819999694824219,13200,AOUT
2024-07-25 04:00:00+00:00,8.920000076293945,9.0600004196167,8.619999885559082,8.989999771118164,8.989999771118164,45600,AOUT
2024-07-26 04:00:00+00:00,8.930000305175781,9.550000190734863,8.930000305175781,9.5,9.5,33200,AOUT
2024-07-29 04:00:00+00:00,9.470000267028809,9.729999542236328,9.354999542236328,9.609999656677246,9.609999656677246,46100,AOUT
2024-07-30 04:00:00+00:00,9.609999656677246,9.899999618530272,9.609999656677246,9.760000228881836,9.760000228881836,36000,AOUT
2024-07-31 04:00:00+00:00,9.739999771118164,9.807000160217283,8.890000343322754,9.31999969482422,9.31999969482422,26100,AOUT
2024-08-01 04:00:00+00:00,9.300000190734863,9.380000114440918,9.149999618530272,9.369999885559082,9.369999885559082,10300,AOUT
2024-08-02 04:00:00+00:00,9.229999542236328,9.420000076293944,8.854999542236328,9.0,9.0,12100,AOUT
2024-08-05 04:00:00+00:00,8.670000076293945,8.989999771118164,8.109999656677246,8.989999771118164,8.989999771118164,22000,AOUT
2024-08-06 04:00:00+00:00,8.989999771118164,9.079999923706056,8.850000381469727,8.850000381469727,8.850000381469727,8100,AOUT
2024-08-07 04:00:00+00:00,8.755000114440918,9.020000457763672,8.609999656677246,8.609999656677246,8.609999656677246,13900,AOUT
2024-08-08 04:00:00+00:00,8.710000038146973,8.949999809265137,8.479999542236328,8.819999694824219,8.819999694824219,16800,AOUT
2024-08-09 04:00:00+00:00,8.770000457763672,9.149999618530272,8.630000114440918,8.989999771118164,8.989999771118164,33800,AOUT
2024-08-12 04:00:00+00:00,8.899999618530273,9.0,8.62399959564209,8.819999694824219,8.819999694824219,24700,AOUT
2024-08-13 04:00:00+00:00,8.930000305175781,9.03499984741211,8.680000305175781,8.949999809265137,8.949999809265137,16100,AOUT
2024-08-14 04:00:00+00:00,8.949999809265137,9.109999656677246,8.789999961853027,8.8100004196167,8.8100004196167,21400,AOUT
2024-08-15 04:00:00+00:00,8.753999710083008,8.925000190734863,8.649999618530273,8.729999542236328,8.729999542236328,14500,AOUT
2024-08-16 04:00:00+00:00,8.779999732971191,8.901000022888184,8.40999984741211,8.460000038146973,8.460000038146973,27700,AOUT
2024-08-19 04:00:00+00:00,8.399999618530273,8.579999923706055,8.260000228881836,8.350000381469727,8.350000381469727,45700,AOUT
2024-08-20 04:00:00+00:00,8.289999961853027,8.829999923706055,8.27299976348877,8.550000190734863,8.550000190734863,24100,AOUT
2024-08-21 04:00:00+00:00,8.550000190734863,8.699999809265137,8.470000267028809,8.539999961853027,8.539999961853027,7600,AOUT
2024-08-22 04:00:00+00:00,8.460000038146973,8.829999923706055,8.430000305175781,8.670000076293945,8.670000076293945,55800,AOUT
2024-08-23 04:00:00+00:00,9.09000015258789,9.15999984741211,8.75,9.109999656677246,9.109999656677246,37600,AOUT
2024-08-26 04:00:00+00:00,9.149999618530272,9.399999618530272,8.765000343322754,9.109999656677246,9.109999656677246,27600,AOUT
2024-08-27 04:00:00+00:00,9.1899995803833,9.5,9.130000114440918,9.359999656677246,9.359999656677246,17700,AOUT
2024-08-28 04:00:00+00:00,9.260000228881836,9.40999984741211,9.095000267028809,9.34000015258789,9.34000015258789,15400,AOUT
2024-08-29 04:00:00+00:00,9.18000030517578,9.300000190734863,9.109999656677246,9.289999961853027,9.289999961853027,6600,AOUT
2024-08-30 04:00:00+00:00,9.399999618530272,9.40999984741211,9.109999656677246,9.220000267028809,9.220000267028809,14700,AOUT
2024-09-03 04:00:00+00:00,9.130000114440918,9.31999969482422,8.559000015258789,9.199999809265137,9.199999809265137,10900,AOUT
2024-09-04 04:00:00+00:00,9.13700008392334,9.210000038146973,9.06999969482422,9.1899995803833,9.1899995803833,9000,AOUT
2024-09-05 04:00:00+00:00,9.199000358581545,9.25,8.850000381469727,9.109999656677246,9.109999656677246,10900,AOUT
2024-09-06 04:00:00+00:00,9.029999732971191,9.272000312805176,8.4399995803833,9.09000015258789,9.09000015258789,11500,AOUT
2024-09-09 04:00:00+00:00,9.0,9.029999732971191,8.425000190734863,8.550000190734863,8.550000190734863,18500,AOUT
2024-09-10 04:00:00+00:00,8.529999732971191,8.529999732971191,8.319999694824219,8.34000015258789,8.34000015258789,13200,AOUT
2024-09-11 04:00:00+00:00,8.430000305175781,8.59000015258789,8.189000129699707,8.579999923706055,8.579999923706055,12900,AOUT
2024-09-12 04:00:00+00:00,8.40999984741211,8.5600004196167,8.239999771118164,8.25,8.25,28400,AOUT
2024-09-13 04:00:00+00:00,8.34000015258789,8.8100004196167,8.34000015258789,8.699999809265137,8.699999809265137,15400,AOUT
2024-09-16 04:00:00+00:00,8.800000190734863,8.90999984741211,8.470000267028809,8.489999771118164,8.489999771118164,42200,AOUT
2024-09-17 04:00:00+00:00,8.460000038146973,8.65999984741211,8.380000114440918,8.489999771118164,8.489999771118164,29700,AOUT
2024-09-18 04:00:00+00:00,8.40999984741211,8.788999557495117,8.40999984741211,8.4399995803833,8.4399995803833,22300,AOUT
2024-09-19 04:00:00+00:00,8.649999618530273,9.1899995803833,8.5,9.050000190734863,9.050000190734863,63800,AOUT
2024-09-20 04:00:00+00:00,9.0,9.350000381469728,9.0,9.34000015258789,9.34000015258789,44800,AOUT
2024-09-23 04:00:00+00:00,9.229999542236328,9.295000076293944,8.539999961853027,9.06999969482422,9.06999969482422,21500,AOUT
2024-09-24 04:00:00+00:00,9.039999961853027,9.149999618530272,8.979999542236328,9.029999732971191,9.029999732971191,22300,AOUT
2024-09-25 04:00:00+00:00,8.949999809265137,9.005000114440918,8.670000076293945,8.6899995803833,8.6899995803833,10300,AOUT
2024-09-26 04:00:00+00:00,8.989999771118164,9.135000228881836,8.739999771118164,8.979999542236328,8.979999542236328,30500,AOUT
2024-09-27 04:00:00+00:00,8.9399995803833,9.074999809265137,8.84000015258789,9.050000190734863,9.050000190734863,9500,AOUT
2024-09-30 04:00:00+00:00,9.050000190734863,9.229999542236328,8.819999694824219,9.220000267028809,9.220000267028809,21800,AOUT
2024-10-01 04:00:00+00:00,9.0,9.109999656677246,8.779999732971191,8.779999732971191,8.779999732971191,17600,AOUT
2024-10-02 04:00:00+00:00,8.699999809265137,9.06999969482422,8.699999809265137,9.029999732971191,9.029999732971191,18600,AOUT
2024-10-03 04:00:00+00:00,8.9399995803833,9.024999618530272,8.829999923706055,9.0,9.0,13200,AOUT
2024-10-04 04:00:00+00:00,8.979999542236328,9.071000099182127,8.90999984741211,8.979999542236328,8.979999542236328,8300,AOUT
2024-10-07 04:00:00+00:00,8.890000343322754,9.18000030517578,8.890000343322754,9.100000381469728,9.100000381469728,26800,AOUT
2024-10-08 04:00:00+00:00,9.18000030517578,9.18299961090088,8.729999542236328,9.0,9.0,39200,AOUT
2024-10-09 04:00:00+00:00,9.050000190734863,9.050000190734863,8.779999732971191,9.0,9.0,14300,AOUT
2024-10-10 04:00:00+00:00,9.0,9.199999809265137,8.859999656677246,9.199999809265137,9.199999809265137,45900,AOUT
2024-10-11 04:00:00+00:00,9.1899995803833,9.630000114440918,9.15999984741211,9.539999961853027,9.539999961853027,37400,AOUT
2024-10-14 04:00:00+00:00,9.300000190734863,9.6899995803833,8.729999542236328,9.100000381469728,9.100000381469728,33300,AOUT
2024-10-15 04:00:00+00:00,9.18000030517578,9.550000190734863,9.130000114440918,9.1899995803833,9.1899995803833,26900,AOUT
2024-10-16 04:00:00+00:00,9.31999969482422,9.539999961853027,9.100000381469728,9.539999961853027,9.539999961853027,58100,AOUT
2024-10-17 04:00:00+00:00,9.529999732971191,9.529999732971191,9.184000015258787,9.470000267028809,9.470000267028809,23800,AOUT
2024-10-18 04:00:00+00:00,9.4399995803833,9.4399995803833,9.137999534606934,9.350000381469728,9.350000381469728,14100,AOUT
2024-10-21 04:00:00+00:00,9.449999809265137,9.539999961853027,9.239999771118164,9.31999969482422,9.31999969482422,39100,AOUT
2024-10-22 04:00:00+00:00,9.31999969482422,9.399999618530272,9.039999961853027,9.220000267028809,9.220000267028809,8000,AOUT
2024-10-23 04:00:00+00:00,9.229999542236328,9.43000030517578,8.956000328063965,9.350000381469728,9.350000381469728,21600,AOUT
2024-10-24 04:00:00+00:00,9.40999984741211,9.539999961853027,9.25,9.539999961853027,9.539999961853027,20500,AOUT
2024-10-25 04:00:00+00:00,9.600000381469728,9.600000381469728,9.270000457763672,9.34000015258789,9.34000015258789,20900,AOUT
2024-10-28 04:00:00+00:00,9.31999969482422,9.470000267028809,9.1899995803833,9.300000190734863,9.300000190734863,31500,AOUT
2024-10-29 04:00:00+00:00,9.3100004196167,9.437999725341797,9.220999717712402,9.300000190734863,9.300000190734863,25100,AOUT
2024-10-30 04:00:00+00:00,9.274999618530272,9.470000267028809,9.223999977111816,9.25,9.25,14800,AOUT
2024-10-31 04:00:00+00:00,9.289999961853027,9.289999961853027,8.140000343322754,8.520000457763672,8.520000457763672,98000,AOUT
2024-11-01 04:00:00+00:00,8.4399995803833,9.029999732971191,8.305000305175781,8.755000114440918,8.755000114440918,19800,AOUT
2024-11-04 05:00:00+00:00,8.779999732971191,9.085000038146973,8.569999694824219,8.960000038146973,8.960000038146973,39800,AOUT
2024-11-05 05:00:00+00:00,8.850000381469727,9.100000381469728,8.779999732971191,9.100000381469728,9.100000381469728,34700,AOUT
2024-11-06 05:00:00+00:00,9.100000381469728,9.239999771118164,9.0,9.119999885559082,9.119999885559082,31900,AOUT
2024-11-07 05:00:00+00:00,9.140000343322754,9.399999618530272,8.9399995803833,9.390000343322754,9.390000343322754,75800,AOUT
2024-11-08 05:00:00+00:00,9.3100004196167,9.390000343322754,9.119999885559082,9.289999961853027,9.289999961853027,28400,AOUT
2024-11-11 05:00:00+00:00,9.270000457763672,9.270000457763672,8.786999702453613,8.819999694824219,8.819999694824219,44200,AOUT
2024-11-12 05:00:00+00:00,8.8100004196167,9.25,8.755000114440918,8.960000038146973,8.960000038146973,47500,AOUT
2024-11-13 05:00:00+00:00,8.899999618530273,9.220000267028809,8.899999618530273,9.149999618530272,9.149999618530272,50000,AOUT
2024-11-14 05:00:00+00:00,9.0600004196167,9.199999809265137,8.979999542236328,9.119999885559082,9.119999885559082,13000,AOUT
2024-11-15 05:00:00+00:00,9.029999732971191,9.210000038146973,8.835000038146973,9.100000381469728,9.100000381469728,33700,AOUT
2024-11-18 05:00:00+00:00,9.010000228881836,9.3100004196167,8.859999656677246,9.029999732971191,9.029999732971191,62900,AOUT
2024-11-19 05:00:00+00:00,9.050000190734863,9.350000381469728,8.8100004196167,9.220000267028809,9.220000267028809,270800,AOUT
2024-11-20 05:00:00+00:00,9.15999984741211,9.34000015258789,9.005999565124512,9.34000015258789,9.34000015258789,76700,AOUT
2024-11-21 05:00:00+00:00,9.279999732971191,9.609000205993652,9.229999542236328,9.579999923706056,9.579999923706056,53100,AOUT
2024-11-22 05:00:00+00:00,9.399999618530272,9.84000015258789,9.25,9.789999961853027,9.789999961853027,49600,AOUT
2024-11-25 05:00:00+00:00,9.770000457763672,9.789999961853027,9.5600004196167,9.56999969482422,9.56999969482422,54600,AOUT
2024-11-26 05:00:00+00:00,9.5,9.850000381469728,9.31999969482422,9.699999809265137,9.699999809265137,33200,AOUT
2024-11-27 05:00:00+00:00,9.75,9.890000343322754,9.579999923706056,9.75,9.75,30400,AOUT
2024-11-29 05:00:00+00:00,9.859999656677246,9.899999618530272,9.609999656677246,9.8100004196167,9.8100004196167,18200,AOUT
2024-12-02 05:00:00+00:00,9.75,9.925000190734863,9.635000228881836,9.869999885559082,9.869999885559082,51600,AOUT
2024-12-03 05:00:00+00:00,9.789999961853027,9.989999771118164,9.760000228881836,9.890000343322754,9.890000343322754,69400,AOUT
2024-12-04 05:00:00+00:00,9.890000343322754,10.029999732971191,9.710000038146973,10.0,10.0,113300,AOUT
2024-12-05 05:00:00+00:00,10.0,11.149999618530272,9.979999542236328,10.899999618530272,10.899999618530272,278800,AOUT
2024-12-06 05:00:00+00:00,12.43000030517578,13.239999771118164,11.430999755859377,13.229999542236328,13.229999542236328,393100,AOUT
2024-12-09 05:00:00+00:00,13.25,15.09000015258789,13.15999984741211,14.34000015258789,14.34000015258789,336700,AOUT
2024-12-10 05:00:00+00:00,14.25,14.5,13.8100004196167,14.5,14.5,109500,AOUT
2024-12-11 05:00:00+00:00,14.510000228881836,15.050000190734863,14.399999618530272,14.75,14.75,112200,AOUT
2024-12-12 05:00:00+00:00,14.779999732971191,15.380000114440918,14.5,15.229999542236328,15.229999542236328,100800,AOUT
2024-12-13 05:00:00+00:00,15.06999969482422,15.300000190734863,14.960000038146973,15.06999969482422,15.06999969482422,76500,AOUT
2024-12-16 05:00:00+00:00,14.960000038146973,15.489999771118164,14.579999923706056,15.010000228881836,15.010000228881836,79500,AOUT
2024-12-17 05:00:00+00:00,15.0,15.239999771118164,14.75,15.149999618530272,15.149999618530272,73300,AOUT
2024-12-18 05:00:00+00:00,15.239999771118164,15.994999885559082,14.760000228881836,14.760000228881836,14.760000228881836,118800,AOUT
2024-12-19 05:00:00+00:00,14.770000457763672,15.157999992370604,14.392000198364258,14.960000038146973,14.960000038146973,86400,AOUT
2024-12-20 05:00:00+00:00,15.109999656677246,15.399999618530272,14.93000030517578,14.979999542236328,14.979999542236328,51100,AOUT
2024-12-23 05:00:00+00:00,14.979999542236328,15.100000381469728,14.8100004196167,14.9399995803833,14.9399995803833,49800,AOUT
2024-12-24 05:00:00+00:00,15.039999961853027,15.125,14.729999542236328,15.085000038146973,15.085000038146973,24500,AOUT
2024-12-26 05:00:00+00:00,14.9399995803833,15.470000267028809,14.859999656677246,15.399999618530272,15.399999618530272,38500,AOUT
2024-12-27 05:00:00+00:00,15.300000190734863,15.300000190734863,14.645000457763672,14.9399995803833,14.9399995803833,40500,AOUT
2024-12-30 05:00:00+00:00,14.710000038146973,14.96500015258789,14.25,14.90999984741211,14.90999984741211,90000,AOUT
2024-12-31 05:00:00+00:00,14.989999771118164,15.520000457763672,14.850000381469728,15.239999771118164,15.239999771118164,79000,AOUT
2025-01-02 05:00:00+00:00,15.520000457763672,15.675000190734863,14.739999771118164,15.029999732971191,15.029999732971191,139300,AOUT
2025-01-03 05:00:00+00:00,15.029999732971191,15.789999961853027,14.774999618530272,15.739999771118164,15.739999771118164,117700,AOUT
2025-01-06 05:00:00+00:00,15.770000457763672,16.729999542236328,15.770000457763672,16.06999969482422,16.06999969482422,202000,AOUT
2025-01-07 05:00:00+00:00,16.149999618530273,16.329999923706055,15.40999984741211,15.529999732971191,15.529999732971191,58100,AOUT
2025-01-08 05:00:00+00:00,15.510000228881836,15.6899995803833,14.84000015258789,15.5600004196167,15.5600004196167,47200,AOUT
