date,Open,High,Low,Close,Adj Close,Volume,symbol,Dividends,Stock Splits
2024-12-23 05:00:00+00:00,1725.219970703125,1758.3199462890625,1719.06005859375,1729.8499755859375,1729.8499755859375,502500,MELI,,
2024-12-24 05:00:00+00:00,1730.0,1743.780029296875,1720.0,1743.2900390625,1743.2900390625,104900,MELI,,
2024-12-26 05:00:00+00:00,1743.199951171875,1749.97998046875,1727.8399658203125,1732.760009765625,1732.760009765625,156000,MELI,,
2024-12-27 05:00:00+00:00,1734.52001953125,1739.5400390625,1711.81005859375,1725.469970703125,1725.469970703125,183700,MELI,,
2024-12-30 05:00:00+00:00,1702.3399658203125,1726.0,1693.010009765625,1721.800048828125,1721.800048828125,241800,MELI,,
2024-12-31 05:00:00+00:00,1721.81005859375,1729.280029296875,1698.530029296875,1700.43994140625,1700.43994140625,173200,MELI,,
2025-01-02 05:00:00+00:00,1715.3800048828125,1774.0,1707.31005859375,1765.0,1765.0,392000,MELI,,
2025-01-03 05:00:00+00:00,1800.1300048828125,1850.0,1791.760009765625,1834.1700439453125,1834.1700439453125,519600,MELI,,
2025-01-06 05:00:00+00:00,1851.300048828125,1851.300048828125,1781.56005859375,1799.4200439453125,1799.4200439453125,365500,MELI,,
2025-01-07 05:00:00+00:00,1799.010009765625,1805.8800048828125,1762.780029296875,1771.219970703125,1771.219970703125,307400,MELI,,
2025-01-08 05:00:00+00:00,1750.0,1761.0,1731.1199951171875,1739.0,1739.0,388800,MELI,,
2025-01-10 05:00:00+00:00,1730.1500244140625,1780.6199951171875,1727.4100341796875,1758.77001953125,1758.77001953125,364800,MELI,,
2025-01-13 05:00:00+00:00,1740.0,1749.02001953125,1730.1400146484375,1740.0,1740.0,298600,MELI,,
2025-01-14 05:00:00+00:00,1751.0,1776.1500244140625,1746.43994140625,1753.6099853515625,1753.6099853515625,240200,MELI,,
2025-01-15 05:00:00+00:00,1795.0,1843.530029296875,1785.030029296875,1838.1500244140625,1838.1500244140625,364000,MELI,,
2025-01-16 05:00:00+00:00,1841.3800048828125,1851.3900146484373,1815.06005859375,1837.1800537109373,1837.1800537109373,242000,MELI,,
2025-01-17 05:00:00+00:00,1876.4200439453125,1876.4200439453125,1832.9100341796875,1836.0,1836.0,245100,MELI,,
2025-01-21 05:00:00+00:00,1852.6600341796875,1863.31005859375,1829.1199951171875,1834.510009765625,1834.510009765625,262800,MELI,,
2025-01-22 05:00:00+00:00,1847.9599609375,1885.0,1808.02001953125,1818.489990234375,1818.489990234375,402800,MELI,,
2025-01-23 05:00:00+00:00,1818.0,1834.47998046875,1793.0,1828.72998046875,1828.72998046875,267800,MELI,,
2025-01-24 05:00:00+00:00,1839.56005859375,1871.449951171875,1835.1600341796875,1843.449951171875,1843.449951171875,325000,MELI,,
2025-01-27 05:00:00+00:00,1800.06005859375,1859.2099609375,1787.260009765625,1846.0,1846.0,355800,MELI,,
2025-01-28 05:00:00+00:00,1847.5899658203125,1905.0,1826.530029296875,1895.530029296875,1895.530029296875,351700,MELI,,
2025-01-29 05:00:00+00:00,1900.52001953125,1902.0,1869.4300537109373,1889.760009765625,1889.760009765625,181800,MELI,,
2025-01-30 05:00:00+00:00,1921.72998046875,1976.5,1913.06005859375,1947.3199462890625,1947.3199462890625,486900,MELI,,
2025-01-31 05:00:00+00:00,1950.0,1974.1600341796875,1918.9599609375,1922.18994140625,1922.18994140625,281400,MELI,,
2025-02-03 05:00:00+00:00,1880.0699462890625,1914.8599853515625,1828.0,1908.9000244140625,1908.9000244140625,426500,MELI,,
2025-02-04 05:00:00+00:00,1925.1700439453125,1971.5400390625,1915.0,1966.4100341796875,1966.4100341796875,376600,MELI,,
2025-02-05 05:00:00+00:00,1966.4100341796875,1978.97998046875,1950.0,1975.18994140625,1975.18994140625,212200,MELI,,
2025-02-06 05:00:00+00:00,1972.0,2023.510009765625,1972.0,2012.800048828125,2012.800048828125,304800,MELI,,
2025-02-07 05:00:00+00:00,2011.8599853515625,2044.75,1985.0999755859373,1996.6500244140625,1996.6500244140625,331300,MELI,,
2025-02-10 05:00:00+00:00,2034.9200439453125,2046.3900146484373,2011.510009765625,2042.219970703125,2042.219970703125,246000,MELI,,
2025-02-11 05:00:00+00:00,2025.699951171875,2074.39990234375,2004.3499755859373,2035.1800537109373,2035.1800537109373,315200,MELI,,
2025-02-12 05:00:00+00:00,2020.0,2033.050048828125,1996.030029296875,2016.72998046875,2016.72998046875,350800,MELI,,
2025-02-13 05:00:00+00:00,2019.0,2069.68994140625,2003.1600341796875,2066.14990234375,2066.14990234375,294300,MELI,,
2025-02-14 05:00:00+00:00,2064.72998046875,2124.0,2043.739990234375,2109.989990234375,2109.989990234375,355400,MELI,,
2025-02-18 05:00:00+00:00,2092.1201171875,2101.10009765625,2066.0,2098.75,2098.75,364600,MELI,,
2025-02-19 05:00:00+00:00,2083.1201171875,2100.300048828125,2065.610107421875,2075.7900390625,2075.7900390625,413700,MELI,,
2025-02-20 05:00:00+00:00,2060.3701171875,2119.090087890625,2034.030029296875,2110.469970703125,2110.469970703125,731500,MELI,,
2025-02-21 05:00:00+00:00,2352.75,2374.5400390625,2226.18994140625,2260.0,2260.0,1257200,MELI,,
2025-02-24 05:00:00+00:00,2280.179931640625,2318.760009765625,2206.110107421875,2223.35009765625,2223.35009765625,513900,MELI,,
2025-02-25 05:00:00+00:00,2230.0,2245.47998046875,2128.919921875,2168.60009765625,2168.60009765625,527900,MELI,,
2025-02-26 05:00:00+00:00,2185.989990234375,2207.010009765625,2153.909912109375,2197.639892578125,2197.639892578125,478500,MELI,,
2025-02-27 05:00:00+00:00,2218.75,2218.75,2119.780029296875,2129.800048828125,2129.800048828125,433000,MELI,,
2025-02-28 05:00:00+00:00,2101.409912109375,2123.449951171875,2056.610107421875,2121.8701171875,2121.8701171875,457400,MELI,,
2025-03-03 05:00:00+00:00,2143.610107421875,2143.610107421875,2058.0,2070.409912109375,2070.409912109375,358700,MELI,,
2025-03-04 05:00:00+00:00,2050.0,2079.52001953125,2001.0,2059.8701171875,2059.8701171875,317300,MELI,,
2025-03-05 05:00:00+00:00,2071.110107421875,2116.050048828125,2062.0,2112.77001953125,2112.77001953125,333000,MELI,,
2025-03-06 05:00:00+00:00,2076.6201171875,2107.489990234375,2035.6500244140625,2045.25,2045.25,380200,MELI,,
2025-03-07 05:00:00+00:00,2043.31005859375,2053.679931640625,1896.0,2009.3399658203125,2009.3399658203125,771600,MELI,,
2025-03-10 04:00:00+00:00,1981.8699951171875,1981.8699951171875,1914.8299560546875,1944.6099853515625,1944.6099853515625,868400,MELI,,
2025-03-11 04:00:00+00:00,1947.4000244140625,2015.22998046875,1935.0,1990.1099853515625,1990.1099853515625,649600,MELI,,
2025-03-12 04:00:00+00:00,2034.6300048828125,2054.989990234375,1978.0,2004.8299560546875,2004.8299560546875,522100,MELI,,
2025-03-13 04:00:00+00:00,2013.3900146484373,2019.949951171875,1971.22998046875,1989.699951171875,1989.699951171875,510600,MELI,,
2025-03-14 04:00:00+00:00,2022.75,2049.159912109375,2003.5799560546875,2021.3699951171875,2021.3699951171875,510600,MELI,,
2025-03-17 04:00:00+00:00,2030.6099853515625,2124.760009765625,2022.4300537109373,2106.4599609375,2106.4599609375,443600,MELI,,
2025-03-18 04:00:00+00:00,2103.760009765625,2104.0,1981.0,2002.800048828125,2002.800048828125,436100,MELI,,
2025-03-19 04:00:00+00:00,2026.3299560546875,2082.010009765625,2008.68994140625,2065.93994140625,2065.93994140625,349000,MELI,,
2025-03-20 04:00:00+00:00,2061.889892578125,2090.860107421875,2044.9300537109373,2067.570068359375,2067.570068359375,264500,MELI,,
2025-03-21 04:00:00+00:00,2037.5,2097.110107421875,2020.0,2095.27001953125,2095.27001953125,441800,MELI,,
2025-03-24 04:00:00+00:00,2114.39990234375,2164.739990234375,2100.5,2134.31005859375,2134.31005859375,356400,MELI,,
2025-03-25 04:00:00+00:00,2153.889892578125,2202.0,2127.610107421875,2191.300048828125,2191.300048828125,429400,MELI,,
2025-03-26 04:00:00+00:00,2180.719970703125,2180.719970703125,2069.760009765625,2074.969970703125,2074.969970703125,492100,MELI,,
2025-03-27 04:00:00+00:00,2065.85009765625,2113.10009765625,2050.0,2095.85009765625,2095.85009765625,268300,MELI,,
2025-03-28 04:00:00+00:00,2095.85009765625,2109.340087890625,2043.550048828125,2048.070068359375,2048.070068359375,326900,MELI,,
2025-03-31 04:00:00+00:00,1995.989990234375,2020.0,1921.0,1950.8699951171875,1950.8699951171875,680800,MELI,,
2025-04-01 04:00:00+00:00,1955.739990234375,1955.739990234375,1906.1500244140625,1915.0,1915.0,682400,MELI,,
2025-04-02 04:00:00+00:00,1900.0,1952.5,1890.0,1934.030029296875,1934.030029296875,466300,MELI,,
2025-04-03 04:00:00+00:00,1870.81005859375,1965.969970703125,1848.1500244140625,1945.550048828125,1945.550048828125,655900,MELI,,
2025-04-04 04:00:00+00:00,1862.6400146484373,1894.3199462890625,1807.199951171875,1841.2900390625,1841.2900390625,853300,MELI,,
2025-04-07 04:00:00+00:00,1726.2099609375,1880.0,1723.9000244140625,1794.72998046875,1794.72998046875,671400,MELI,,
2025-04-08 04:00:00+00:00,1883.81005859375,1944.0899658203125,1810.1700439453125,1826.1099853515625,1826.1099853515625,621500,MELI,,
2025-04-09 04:00:00+00:00,1800.0,2003.22998046875,1797.280029296875,1980.6600341796875,1980.6600341796875,927400,MELI,,
2025-04-10 04:00:00+00:00,1960.010009765625,1960.010009765625,1865.239990234375,1933.989990234375,1933.989990234375,383700,MELI,,
2025-04-11 04:00:00+00:00,1943.0,2002.8399658203125,1935.0,1996.949951171875,1996.949951171875,359400,MELI,,
2025-04-14 04:00:00+00:00,2070.969970703125,2075.0,2000.0,2037.1199951171875,2037.1199951171875,317700,MELI,,
2025-04-15 04:00:00+00:00,2070.0,2121.8701171875,2043.010009765625,2118.320068359375,2118.320068359375,424700,MELI,,
2025-04-16 04:00:00+00:00,2062.35009765625,2093.429931640625,2030.0,2064.3701171875,2064.3701171875,426100,MELI,,
2025-04-17 04:00:00+00:00,2088.969970703125,2110.909912109375,2050.56005859375,2099.3701171875,2099.3701171875,251100,MELI,,
2025-04-21 04:00:00+00:00,2088.469970703125,2115.93994140625,2031.5899658203125,2056.429931640625,2056.429931640625,226800,MELI,,
2025-04-22 04:00:00+00:00,2099.3701171875,2152.669921875,2080.5400390625,2128.330078125,2128.330078125,323300,MELI,,
2025-04-23 04:00:00+00:00,2182.030029296875,2200.0,2129.159912109375,2139.919921875,2139.919921875,331200,MELI,,
2025-04-24 04:00:00+00:00,2159.260009765625,2210.0,2133.02001953125,2204.81005859375,2204.81005859375,391200,MELI,,
2025-04-25 04:00:00+00:00,2204.81005859375,2235.9599609375,2186.0,2225.85009765625,2225.85009765625,284100,MELI,,
2025-04-28 04:00:00+00:00,2240.510009765625,2249.070068359375,2186.56005859375,2208.39990234375,2208.39990234375,249500,MELI,,
2025-04-29 04:00:00+00:00,2225.389892578125,2295.889892578125,2208.320068359375,2280.860107421875,2280.860107421875,352100,MELI,,
2025-04-30 04:00:00+00:00,2230.0,2337.510009765625,2217.830078125,2330.85009765625,2330.85009765625,601300,MELI,,
2025-05-01 04:00:00+00:00,2337.860107421875,2349.0,2290.60009765625,2294.52001953125,2294.52001953125,303900,MELI,,
2025-05-02 04:00:00+00:00,2325.0,2338.280029296875,2257.389892578125,2280.68994140625,2280.68994140625,352900,MELI,,
2025-05-05 04:00:00+00:00,2256.0,2278.5,2242.5,2246.5400390625,2246.5400390625,294200,MELI,,
2025-05-06 04:00:00+00:00,2225.0,2251.25,2206.8798828125,2229.0,2229.0,475900,MELI,,
2025-05-07 04:00:00+00:00,2222.840087890625,2277.60009765625,2217.4599609375,2262.090087890625,2262.090087890625,709000,MELI,,
2025-05-08 04:00:00+00:00,2470.070068359375,2501.0,2380.409912109375,2410.0,2410.0,906000,MELI,,
2025-05-09 04:00:00+00:00,2424.889892578125,2469.610107421875,2413.860107421875,2450.0,2450.0,382700,MELI,,
2025-05-12 04:00:00+00:00,2500.0,2520.0,2443.610107421875,2504.610107421875,2504.610107421875,550300,MELI,,
2025-05-13 04:00:00+00:00,2504.610107421875,2561.679931640625,2491.280029296875,2515.1201171875,2515.1201171875,361300,MELI,,
2025-05-14 04:00:00+00:00,2516.25,2564.030029296875,2509.39990234375,2564.0,2564.0,317200,MELI,,
2025-05-15 04:00:00+00:00,2569.780029296875,2610.300048828125,2547.800048828125,2586.489990234375,2586.489990234375,403200,MELI,,
2025-05-16 04:00:00+00:00,2590.5,2608.010009765625,2573.340087890625,2584.919921875,2584.919921875,280200,MELI,,
2025-05-19 04:00:00+00:00,2574.52001953125,2604.699951171875,2536.39990234375,2578.35009765625,2578.35009765625,367600,MELI,,
2025-05-20 04:00:00+00:00,2562.81005859375,2584.239990234375,2545.510009765625,2579.2099609375,2579.2099609375,256000,MELI,,
2025-05-21 04:00:00+00:00,2549.320068359375,2625.110107421875,2549.320068359375,2601.969970703125,2601.969970703125,344400,MELI,,
2025-05-22 04:00:00+00:00,2563.0,2635.8798828125,2561.0,2606.010009765625,2606.010009765625,277700,MELI,,
2025-05-23 04:00:00+00:00,2550.25,2575.0,2501.10009765625,2507.830078125,2507.830078125,502300,MELI,,
2025-05-27 04:00:00+00:00,2521.389892578125,2560.02001953125,2504.110107421875,2555.169921875,2555.169921875,265900,MELI,,
2025-05-28 04:00:00+00:00,2558.7900390625,2584.68994140625,2530.330078125,2550.7099609375,2550.7099609375,267500,MELI,,
2025-05-29 04:00:00+00:00,2578.18994140625,2578.18994140625,2527.050048828125,2545.489990234375,2545.489990234375,200100,MELI,,
2025-05-30 04:00:00+00:00,2538.679931640625,2572.7099609375,2525.0,2563.2900390625,2563.2900390625,405900,MELI,,
2025-06-02 04:00:00+00:00,2563.0,2595.0,2535.0,2593.43994140625,2593.43994140625,260600,MELI,,
2025-06-03 04:00:00+00:00,2606.0,2627.820068359375,2582.0,2602.260009765625,2602.260009765625,268800,MELI,,
2025-06-04 04:00:00+00:00,2601.070068359375,2616.449951171875,2569.0,2573.9599609375,2573.9599609375,291800,MELI,,
2025-06-05 04:00:00+00:00,2575.0,2593.030029296875,2554.949951171875,2581.739990234375,2581.739990234375,238500,MELI,,
2025-06-06 04:00:00+00:00,2540.010009765625,2545.949951171875,2414.0,2482.389892578125,2482.389892578125,713800,MELI,,
2025-06-09 04:00:00+00:00,2477.5,2486.909912109375,2448.60009765625,2448.60009765625,2448.60009765625,398500,MELI,,
2025-06-10 04:00:00+00:00,2440.0,2448.669921875,2364.5400390625,2396.43994140625,2396.43994140625,502700,MELI,,
2025-06-11 04:00:00+00:00,2395.85009765625,2416.949951171875,2345.0,2387.0,2387.0,499200,MELI,,
2025-06-12 04:00:00+00:00,2373.56005859375,2391.449951171875,2361.489990234375,2368.820068359375,2368.820068359375,310100,MELI,,
2025-06-13 04:00:00+00:00,2345.1298828125,2397.3798828125,2332.72998046875,2371.97998046875,2371.97998046875,341600,MELI,,
2025-06-16 04:00:00+00:00,2390.0,2466.719970703125,2380.10009765625,2454.760009765625,2454.760009765625,350900,MELI,,
2025-06-17 04:00:00+00:00,2446.800048828125,2473.909912109375,2378.919921875,2389.47998046875,2389.47998046875,310100,MELI,,
2025-06-18 04:00:00+00:00,2400.0,2410.0,2364.739990234375,2402.75,2402.75,238200,MELI,,
2025-06-20 04:00:00+00:00,2429.550048828125,2439.47998046875,2396.0,2403.81005859375,2403.81005859375,368800,MELI,,
2025-06-23 04:00:00+00:00,2403.81005859375,2465.25,2376.300048828125,2452.889892578125,2452.889892578125,349800,MELI,,
2025-06-24 04:00:00+00:00,2489.5,2530.60009765625,2474.85009765625,2528.949951171875,2528.949951171875,313300,MELI,,
2025-06-25 04:00:00+00:00,2540.0,2565.449951171875,2500.85009765625,2540.5,2540.5,303100,MELI,,
2025-06-26 04:00:00+00:00,2540.0,2576.360107421875,2525.340087890625,2560.199951171875,2560.199951171875,326800,MELI,,
2025-06-27 04:00:00+00:00,2568.0,2585.0,2529.860107421875,2560.050048828125,2560.050048828125,295800,MELI,,
2025-06-30 04:00:00+00:00,2576.1298828125,2615.360107421875,2552.77001953125,2613.6298828125,2613.6298828125,293200,MELI,,
2025-07-01 04:00:00+00:00,2645.219970703125,2645.219970703125,2474.969970703125,2501.39990234375,2501.39990234375,573400,MELI,,
2025-07-02 04:00:00+00:00,2498.43994140625,2531.530029296875,2433.659912109375,2472.050048828125,2472.050048828125,415900,MELI,,
2025-07-03 04:00:00+00:00,2514.219970703125,2521.7900390625,2485.5,2514.050048828125,2514.050048828125,194200,MELI,,
2025-07-07 04:00:00+00:00,2495.0,2512.090087890625,2474.050048828125,2501.080078125,2501.080078125,311400,MELI,,
2025-07-08 04:00:00+00:00,2492.31005859375,2505.639892578125,2431.919921875,2476.60009765625,2476.60009765625,224900,MELI,,
2025-07-09 04:00:00+00:00,2492.0,2505.0,2464.639892578125,2477.080078125,2477.080078125,240100,MELI,,
2025-07-10 04:00:00+00:00,2438.659912109375,2448.2900390625,2358.320068359375,2402.10009765625,2402.10009765625,472400,MELI,,
2025-07-11 04:00:00+00:00,2406.530029296875,2417.610107421875,2368.320068359375,2387.449951171875,2387.449951171875,341700,MELI,,
2025-07-14 04:00:00+00:00,2379.820068359375,2420.0,2376.0,2380.25,2380.25,230100,MELI,,
2025-07-15 04:00:00+00:00,2383.989990234375,2405.0,2360.0,2390.0,2390.0,240600,MELI,,
2025-07-16 04:00:00+00:00,2408.780029296875,2408.780029296875,2367.080078125,2405.14990234375,2405.14990234375,210500,MELI,,
2025-07-17 04:00:00+00:00,2405.14990234375,2422.169921875,2347.35009765625,2351.139892578125,2351.139892578125,378600,MELI,,
2025-07-18 04:00:00+00:00,2364.0,2428.0400390625,2347.989990234375,2413.570068359375,2413.570068359375,319800,MELI,,
2025-07-21 04:00:00+00:00,2402.81005859375,2412.280029296875,2345.0,2379.06005859375,2379.06005859375,249200,MELI,,
2025-07-22 04:00:00+00:00,2394.5,2410.0,2375.1298828125,2384.719970703125,2384.719970703125,266900,MELI,,
2025-07-23 04:00:00+00:00,2387.27001953125,2399.699951171875,2359.6201171875,2394.429931640625,2394.429931640625,267900,MELI,,
2025-07-24 04:00:00+00:00,2407.580078125,2410.659912109375,2367.929931640625,2391.050048828125,2391.050048828125,159400,MELI,,
2025-07-25 04:00:00+00:00,2400.110107421875,2400.110107421875,2345.0,2362.56005859375,2362.56005859375,278500,MELI,,
2025-07-28 04:00:00+00:00,2365.0,2378.610107421875,2348.090087890625,2354.110107421875,2354.110107421875,192900,MELI,,
2025-07-29 04:00:00+00:00,2374.47998046875,2390.0,2362.93994140625,2384.89990234375,2384.89990234375,259300,MELI,,
2025-07-30 04:00:00+00:00,2393.0,2400.0,2368.7099609375,2381.389892578125,2381.389892578125,227200,MELI,,
2025-07-31 04:00:00+00:00,2384.989990234375,2389.89990234375,2350.0,2373.889892578125,2373.889892578125,257700,MELI,,
2025-08-01 04:00:00+00:00,2379.989990234375,2401.530029296875,2360.0,2375.919921875,2375.919921875,375200,MELI,,
2025-08-04 04:00:00+00:00,2400.0,2431.18994140625,2370.429931640625,2395.830078125,2395.830078125,563500,MELI,,
2025-08-05 04:00:00+00:00,2329.110107421875,2480.0,2318.080078125,2408.02001953125,2408.02001953125,1124100,MELI,,
2025-08-06 04:00:00+00:00,2441.340087890625,2455.93994140625,2284.989990234375,2317.219970703125,2317.219970703125,616200,MELI,,
2025-08-07 04:00:00+00:00,2338.68994140625,2368.89990234375,2311.110107421875,2334.820068359375,2334.820068359375,352000,MELI,,
2025-08-08 04:00:00+00:00,2345.469970703125,2359.0,2302.75,2353.699951171875,2353.699951171875,303500,MELI,,
2025-08-11 04:00:00+00:00,2353.0,2360.219970703125,2291.0,2292.0400390625,2292.0400390625,351300,MELI,,
2025-08-12 04:00:00+00:00,2292.409912109375,2375.0,2292.300048828125,2350.830078125,2350.830078125,408600,MELI,,
2025-08-13 04:00:00+00:00,2364.070068359375,2388.739990234375,2313.10009765625,2327.300048828125,2327.300048828125,313700,MELI,,
2025-08-14 04:00:00+00:00,2322.52001953125,2347.429931640625,2313.56005859375,2319.800048828125,2319.800048828125,286000,MELI,,
2025-08-15 04:00:00+00:00,2345.0,2432.830078125,2342.320068359375,2392.300048828125,2392.300048828125,411200,MELI,,
2025-08-18 04:00:00+00:00,2416.3701171875,2425.0,2364.010009765625,2364.010009765625,2364.010009765625,223300,MELI,,
2025-08-19 04:00:00+00:00,2361.449951171875,2379.14990234375,2333.469970703125,2342.93994140625,2342.93994140625,343400,MELI,,
2025-08-20 04:00:00+00:00,2353.25,2365.77001953125,2327.5,2335.97998046875,2335.97998046875,272400,MELI,,
2025-08-21 04:00:00+00:00,2345.659912109375,2355.97998046875,2319.010009765625,2337.43994140625,2337.43994140625,216700,MELI,,
2025-08-22 04:00:00+00:00,2347.5,2461.93994140625,2347.5,2430.6201171875,2430.6201171875,436100,MELI,,
2025-08-25 04:00:00+00:00,2421.760009765625,2440.0,2385.010009765625,2407.739990234375,2407.739990234375,199400,MELI,,
2025-08-26 04:00:00+00:00,2408.0,2426.949951171875,2375.0,2405.530029296875,2405.530029296875,409700,MELI,,
2025-08-27 04:00:00+00:00,2380.070068359375,2425.0,2380.070068359375,2413.429931640625,2413.429931640625,224100,MELI,,
2025-08-28 04:00:00+00:00,2396.969970703125,2504.3701171875,2396.969970703125,2472.2900390625,2472.2900390625,373100,MELI,,
2025-08-29 04:00:00+00:00,2484.0,2503.239990234375,2446.300048828125,2472.909912109375,2472.909912109375,292500,MELI,,
2025-09-02 04:00:00+00:00,2424.550048828125,2438.780029296875,2365.43994140625,2379.760009765625,2379.760009765625,359800,MELI,,
2025-09-03 04:00:00+00:00,2367.8701171875,2380.260009765625,2342.7099609375,2373.1201171875,2373.1201171875,302300,MELI,,
2025-09-04 04:00:00+00:00,2376.679931640625,2421.760009765625,2372.110107421875,2417.800048828125,2417.800048828125,270700,MELI,,
2025-09-05 04:00:00+00:00,2421.6298828125,2450.219970703125,2321.330078125,2417.489990234375,2417.489990234375,493500,MELI,,
2025-09-08 04:00:00+00:00,2361.110107421875,2373.929931640625,2298.0400390625,2346.9599609375,2346.9599609375,789100,MELI,,
2025-09-09 04:00:00+00:00,2348.2099609375,2378.239990234375,2341.330078125,2373.010009765625,2373.010009765625,272400,MELI,,
2025-09-10 04:00:00+00:00,2377.0,2402.889892578125,2318.419921875,2348.989990234375,2348.989990234375,415600,MELI,,
2025-09-11 04:00:00+00:00,2357.080078125,2372.31005859375,2331.550048828125,2338.199951171875,2338.199951171875,331200,MELI,,
2025-09-12 04:00:00+00:00,2325.0,2352.3798828125,2290.5,2339.360107421875,2339.360107421875,571800,MELI,,
2025-09-15 04:00:00+00:00,2337.760009765625,2352.43994140625,2311.360107421875,2335.820068359375,2335.820068359375,375500,MELI,,
2025-09-16 04:00:00+00:00,2344.550048828125,2394.169921875,2336.8701171875,2390.139892578125,2390.139892578125,436600,MELI,,
2025-09-17 04:00:00+00:00,2395.699951171875,2468.25,2370.260009765625,2446.320068359375,2446.320068359375,418100,MELI,,
2025-09-18 04:00:00+00:00,2459.669921875,2531.18994140625,2459.320068359375,2476.3701171875,2476.3701171875,378800,MELI,,
2025-09-19 04:00:00+00:00,2493.06005859375,2500.0,2433.320068359375,2452.340087890625,2452.340087890625,416900,MELI,,
2025-09-22 04:00:00+00:00,2442.110107421875,2463.340087890625,2415.760009765625,2460.659912109375,2460.659912109375,288400,MELI,,
2025-09-23 04:00:00+00:00,2460.0,2516.64990234375,2433.489990234375,2494.35009765625,2494.35009765625,267700,MELI,,
2025-09-24 04:00:00+00:00,2511.669921875,2530.0,2481.5,2510.969970703125,2510.969970703125,272600,MELI,,
2025-09-25 04:00:00+00:00,2507.889892578125,2507.889892578125,2443.159912109375,2492.25,2492.25,362500,MELI,,
2025-09-26 04:00:00+00:00,2499.0,2514.89990234375,2459.35009765625,2468.419921875,2468.419921875,249700,MELI,,
2025-09-29 04:00:00+00:00,2492.22998046875,2548.5,2484.64990234375,2501.31005859375,2501.31005859375,283200,MELI,,
2025-09-30 04:00:00+00:00,2475.0,2481.10009765625,2314.179931640625,2336.93994140625,2336.93994140625,928300,MELI,,
2025-10-01 04:00:00+00:00,2344.2900390625,2345.0,2172.77001953125,2176.909912109375,2176.909912109375,1189700,MELI,,
2025-10-02 04:00:00+00:00,2201.64990234375,2250.860107421875,2159.360107421875,2246.60009765625,2246.60009765625,897800,MELI,,
